Begin Bates num from SYNTHETIC_PROD_001,End Bates num from SYNTHETIC_PROD_001,Date,File Name,Email From,Email To,Email CC,Email BCC,Email Subject,Tag: Privilege - Redact,Tag: Privilege - Withhold,Tag: AC-WP,Tag: Attorney-Client,Tag: Synthetic Privacy
SYNEWPRV024-0003249,SYNEWPRV024-0003251,2025-09-01,synthetic_document_00812.pdf,sender007@example.test,recipient039@example.test,copy015@example.test,blind010@example.test,Synthetic subject 00812,Yes,,,,
SYNEWPRV024-0003253,SYNEWPRV024-0003253,2025-10-02,synthetic_document_00813.pdf,sender008@example.test,recipient040@example.test,copy016@example.test,blind011@example.test,Synthetic subject 00813,,Yes,Yes,,
SYNEWPRV024-0003257,SYNEWPRV024-0003258,2025-11-03,synthetic_document_00814.pdf,sender009@example.test,recipient041@example.test,copy017@example.test,blind001@example.test,Synthetic subject 00814,,,,Yes,
SYNEWPRV024-0003261,SYNEWPRV024-0003263,2025-12-04,synthetic_document_00815.pdf,sender010@example.test,recipient042@example.test,copy018@example.test,blind002@example.test,Synthetic subject 00815,,,,,Yes
SYNEWPRV024-0003265,SYNEWPRV024-0003265,2025-01-05,synthetic_document_00816.pdf,sender011@example.test,recipient043@example.test,copy019@example.test,blind003@example.test,Synthetic subject 00816,Yes,,Yes,,
SYNEWPRV024-0003269,SYNEWPRV024-0003270,2025-02-06,synthetic_document_00817.pdf,sender012@example.test,recipient001@example.test,copy001@example.test,blind004@example.test,Synthetic subject 00817,,Yes,,Yes,
SYNEWPRV024-0003273,SYNEWPRV024-0003275,2025-03-07,synthetic_document_00818.pdf,sender013@example.test,recipient002@example.test,copy002@example.test,blind005@example.test,Synthetic subject 00818,,,,,
SYNEWPRV024-0003277,SYNEWPRV024-0003277,2025-04-08,synthetic_document_00819.pdf,sender014@example.test,recipient003@example.test,copy003@example.test,blind006@example.test,Synthetic subject 00819,,,Yes,,
SYNEWPRV024-0003281,SYNEWPRV024-0003282,2025-05-09,synthetic_document_00820.pdf,sender015@example.test,recipient004@example.test,copy004@example.test,blind007@example.test,Synthetic subject 00820,Yes,,,Yes,Yes
SYNEWPRV024-0003285,SYNEWPRV024-0003287,2025-06-10,synthetic_document_00821.pdf,sender016@example.test,recipient005@example.test,copy005@example.test,blind008@example.test,Synthetic subject 00821,,Yes,,,
SYNEWPRV024-0003289,SYNEWPRV024-0003289,2025-07-11,synthetic_document_00822.pdf,sender017@example.test,recipient006@example.test,copy006@example.test,blind009@example.test,Synthetic subject 00822,,,Yes,,
SYNEWPRV024-0003293,SYNEWPRV024-0003294,2025-08-12,synthetic_document_00823.pdf,sender018@example.test,recipient007@example.test,copy007@example.test,blind010@example.test,Synthetic subject 00823,,,,Yes,
SYNEWPRV024-0003297,SYNEWPRV024-0003299,2025-09-13,synthetic_document_00824.pdf,sender019@example.test,recipient008@example.test,copy008@example.test,blind011@example.test,Synthetic subject 00824,Yes,,,,
SYNEWPRV024-0003301,SYNEWPRV024-0003301,2025-10-14,synthetic_document_00825.pdf,sender020@example.test,recipient009@example.test,copy009@example.test,blind001@example.test,Synthetic subject 00825,,Yes,Yes,,Yes
SYNEWPRV024-0003305,SYNEWPRV024-0003306,2025-11-15,synthetic_document_00826.pdf,sender021@example.test,recipient010@example.test,copy010@example.test,blind002@example.test,Synthetic subject 00826,,,,Yes,
SYNEWPRV024-0003309,SYNEWPRV024-0003311,2025-12-16,synthetic_document_00827.pdf,sender022@example.test,recipient011@example.test,copy011@example.test,blind003@example.test,Synthetic subject 00827,,,,,
SYNEWPRV024-0003313,SYNEWPRV024-0003313,2025-01-17,synthetic_document_00828.pdf,sender023@example.test,recipient012@example.test,copy012@example.test,blind004@example.test,Synthetic subject 00828,Yes,,Yes,,
SYNEWPRV024-0003317,SYNEWPRV024-0003318,2025-02-18,synthetic_document_00829.pdf,sender024@example.test,recipient013@example.test,copy013@example.test,blind005@example.test,Synthetic subject 00829,,Yes,,Yes,
SYNEWPRV024-0003321,SYNEWPRV024-0003323,2025-03-19,synthetic_document_00830.pdf,sender025@example.test,recipient014@example.test,copy014@example.test,blind006@example.test,Synthetic subject 00830,,,,,Yes
SYNEWPRV024-0003325,SYNEWPRV024-0003325,2025-04-20,synthetic_document_00831.pdf,sender026@example.test,recipient015@example.test,copy015@example.test,blind007@example.test,Synthetic subject 00831,,,Yes,,
SYNEWPRV024-0003329,SYNEWPRV024-0003330,2025-05-21,synthetic_document_00832.pdf,sender027@example.test,recipient016@example.test,copy016@example.test,blind008@example.test,Synthetic subject 00832,Yes,,,Yes,
SYNEWPRV024-0003333,SYNEWPRV024-0003335,2025-06-22,synthetic_document_00833.pdf,sender028@example.test,recipient017@example.test,copy017@example.test,blind009@example.test,Synthetic subject 00833,,Yes,,,
SYNEWPRV024-0003337,SYNEWPRV024-0003337,2025-07-23,synthetic_document_00834.pdf,sender029@example.test,recipient018@example.test,copy018@example.test,blind010@example.test,Synthetic subject 00834,,,Yes,,
SYNEWPRV024-0003341,SYNEWPRV024-0003342,2025-08-24,synthetic_document_00835.pdf,sender030@example.test,recipient019@example.test,copy019@example.test,blind011@example.test,Synthetic subject 00835,,,,Yes,Yes
SYNEWPRV024-0003345,SYNEWPRV024-0003347,2025-09-25,synthetic_document_00836.pdf,sender031@example.test,recipient020@example.test,copy001@example.test,blind001@example.test,Synthetic subject 00836,Yes,,,,
SYNEWPRV024-0003349,SYNEWPRV024-0003349,2025-10-26,synthetic_document_00837.pdf,sender001@example.test,recipient021@example.test,copy002@example.test,blind002@example.test,Synthetic subject 00837,,Yes,Yes,,
SYNEWPRV024-0003353,SYNEWPRV024-0003354,2025-11-27,synthetic_document_00838.pdf,sender002@example.test,recipient022@example.test,copy003@example.test,blind003@example.test,Synthetic subject 00838,,,,Yes,
SYNEWPRV024-0003357,SYNEWPRV024-0003359,2025-12-28,synthetic_document_00839.pdf,sender003@example.test,recipient023@example.test,copy004@example.test,blind004@example.test,Synthetic subject 00839,,,,,
SYNEWPRV024-0003361,SYNEWPRV024-0003361,2025-01-01,synthetic_document_00840.pdf,sender004@example.test,recipient024@example.test,copy005@example.test,blind005@example.test,Synthetic subject 00840,Yes,,Yes,,Yes
SYNEWPRV024-0003365,SYNEWPRV024-0003366,2025-02-02,synthetic_document_00841.pdf,sender005@example.test,recipient025@example.test,copy006@example.test,blind006@example.test,Synthetic subject 00841,,Yes,,Yes,
SYNEWPRV024-0003369,SYNEWPRV024-0003371,2025-03-03,synthetic_document_00842.pdf,sender006@example.test,recipient026@example.test,copy007@example.test,blind007@example.test,Synthetic subject 00842,,,,,
SYNEWPRV024-0003373,SYNEWPRV024-0003373,2025-04-04,synthetic_document_00843.pdf,sender007@example.test,recipient027@example.test,copy008@example.test,blind008@example.test,Synthetic subject 00843,,,Yes,,
SYNEWPRV024-0003377,SYNEWPRV024-0003378,2025-05-05,synthetic_document_00844.pdf,sender008@example.test,recipient028@example.test,copy009@example.test,blind009@example.test,Synthetic subject 00844,Yes,,,Yes,
SYNEWPRV024-0003381,SYNEWPRV024-0003383,2025-06-06,synthetic_document_00845.pdf,sender009@example.test,recipient029@example.test,copy010@example.test,blind010@example.test,Synthetic subject 00845,,Yes,,,Yes
SYNEWPRV024-0003385,SYNEWPRV024-0003385,2025-07-07,synthetic_document_00846.pdf,sender010@example.test,recipient030@example.test,copy011@example.test,blind011@example.test,Synthetic subject 00846,,,Yes,,
SYNEWPRV024-0003389,SYNEWPRV024-0003390,2025-08-08,synthetic_document_00847.pdf,sender011@example.test,recipient031@example.test,copy012@example.test,blind001@example.test,Synthetic subject 00847,,,,Yes,
SYNEWPRV024-0003393,SYNEWPRV024-0003395,2025-09-09,synthetic_document_00848.pdf,sender012@example.test,recipient032@example.test,copy013@example.test,blind002@example.test,Synthetic subject 00848,Yes,,,,
SYNEWPRV024-0003397,SYNEWPRV024-0003397,2025-10-10,synthetic_document_00849.pdf,sender013@example.test,recipient033@example.test,copy014@example.test,blind003@example.test,Synthetic subject 00849,,Yes,Yes,,
SYNEWPRV024-0003401,SYNEWPRV024-0003402,2025-11-11,synthetic_document_00850.pdf,sender014@example.test,recipient034@example.test,copy015@example.test,blind004@example.test,Synthetic subject 00850,,,,Yes,Yes
SYNEWPRV024-0003405,SYNEWPRV024-0003407,2025-12-12,synthetic_document_00851.pdf,sender015@example.test,recipient035@example.test,copy016@example.test,blind005@example.test,Synthetic subject 00851,,,,,
SYNEWPRV024-0003409,SYNEWPRV024-0003409,2025-01-13,synthetic_document_00852.pdf,sender016@example.test,recipient036@example.test,copy017@example.test,blind006@example.test,Synthetic subject 00852,Yes,,Yes,,
SYNEWPRV024-0003413,SYNEWPRV024-0003414,2025-02-14,synthetic_document_00853.pdf,sender017@example.test,recipient037@example.test,copy018@example.test,blind007@example.test,Synthetic subject 00853,,Yes,,Yes,
SYNEWPRV024-0003417,SYNEWPRV024-0003419,2025-03-15,synthetic_document_00854.pdf,sender018@example.test,recipient038@example.test,copy019@example.test,blind008@example.test,Synthetic subject 00854,,,,,
SYNEWPRV024-0003421,SYNEWPRV024-0003421,2025-04-16,synthetic_document_00855.pdf,sender019@example.test,recipient039@example.test,copy001@example.test,blind009@example.test,Synthetic subject 00855,,,Yes,,Yes
SYNEWPRV024-0003425,SYNEWPRV024-0003426,2025-05-17,synthetic_document_00856.pdf,sender020@example.test,recipient040@example.test,copy002@example.test,blind010@example.test,Synthetic subject 00856,Yes,,,Yes,
SYNEWPRV024-0003429,SYNEWPRV024-0003431,2025-06-18,synthetic_document_00857.pdf,sender021@example.test,recipient041@example.test,copy003@example.test,blind011@example.test,Synthetic subject 00857,,Yes,,,
SYNEWPRV024-0003433,SYNEWPRV024-0003433,2025-07-19,synthetic_document_00858.pdf,sender022@example.test,recipient042@example.test,copy004@example.test,blind001@example.test,Synthetic subject 00858,,,Yes,,
SYNEWPRV024-0003437,SYNEWPRV024-0003438,2025-08-20,synthetic_document_00859.pdf,sender023@example.test,recipient043@example.test,copy005@example.test,blind002@example.test,Synthetic subject 00859,,,,Yes,
SYNEWPRV024-0003441,SYNEWPRV024-0003443,2025-09-21,synthetic_document_00860.pdf,sender024@example.test,recipient001@example.test,copy006@example.test,blind003@example.test,Synthetic subject 00860,Yes,,,,Yes
SYNEWPRV024-0003445,SYNEWPRV024-0003445,2025-10-22,synthetic_document_00861.pdf,sender025@example.test,recipient002@example.test,copy007@example.test,blind004@example.test,Synthetic subject 00861,,Yes,Yes,,
SYNEWPRV024-0003449,SYNEWPRV024-0003450,2025-11-23,synthetic_document_00862.pdf,sender026@example.test,recipient003@example.test,copy008@example.test,blind005@example.test,Synthetic subject 00862,,,,Yes,
SYNEWPRV024-0003453,SYNEWPRV024-0003455,2025-12-24,synthetic_document_00863.pdf,sender027@example.test,recipient004@example.test,copy009@example.test,blind006@example.test,Synthetic subject 00863,,,,,
SYNEWPRV024-0003457,SYNEWPRV024-0003457,2025-01-25,synthetic_document_00864.pdf,sender028@example.test,recipient005@example.test,copy010@example.test,blind007@example.test,Synthetic subject 00864,Yes,,Yes,,
SYNEWPRV024-0003461,SYNEWPRV024-0003462,2025-02-26,synthetic_document_00865.pdf,sender029@example.test,recipient006@example.test,copy011@example.test,blind008@example.test,Synthetic subject 00865,,Yes,,Yes,Yes
SYNEWPRV024-0003465,SYNEWPRV024-0003467,2025-03-27,synthetic_document_00866.pdf,sender030@example.test,recipient007@example.test,copy012@example.test,blind009@example.test,Synthetic subject 00866,,,,,
SYNEWPRV024-0003469,SYNEWPRV024-0003469,2025-04-28,synthetic_document_00867.pdf,sender031@example.test,recipient008@example.test,copy013@example.test,blind010@example.test,Synthetic subject 00867,,,Yes,,
SYNEWPRV024-0003473,SYNEWPRV024-0003474,2025-05-01,synthetic_document_00868.pdf,sender001@example.test,recipient009@example.test,copy014@example.test,blind011@example.test,Synthetic subject 00868,Yes,,,Yes,
SYNEWPRV024-0003477,SYNEWPRV024-0003479,2025-06-02,synthetic_document_00869.pdf,sender002@example.test,recipient010@example.test,copy015@example.test,blind001@example.test,Synthetic subject 00869,,Yes,,,
SYNEWPRV024-0003481,SYNEWPRV024-0003481,2025-07-03,synthetic_document_00870.pdf,sender003@example.test,recipient011@example.test,copy016@example.test,blind002@example.test,Synthetic subject 00870,,,Yes,,Yes
SYNEWPRV024-0003485,SYNEWPRV024-0003486,2025-08-04,synthetic_document_00871.pdf,sender004@example.test,recipient012@example.test,copy017@example.test,blind003@example.test,Synthetic subject 00871,,,,Yes,
SYNEWPRV024-0003489,SYNEWPRV024-0003491,2025-09-05,synthetic_document_00872.pdf,sender005@example.test,recipient013@example.test,copy018@example.test,blind004@example.test,Synthetic subject 00872,Yes,,,,
SYNEWPRV024-0003493,SYNEWPRV024-0003493,2025-10-06,synthetic_document_00873.pdf,sender006@example.test,recipient014@example.test,copy019@example.test,blind005@example.test,Synthetic subject 00873,,Yes,Yes,,
SYNEWPRV024-0003497,SYNEWPRV024-0003498,2025-11-07,synthetic_document_00874.pdf,sender007@example.test,recipient015@example.test,copy001@example.test,blind006@example.test,Synthetic subject 00874,,,,Yes,
SYNEWPRV024-0003501,SYNEWPRV024-0003503,2025-12-08,synthetic_document_00875.pdf,sender008@example.test,recipient016@example.test,copy002@example.test,blind007@example.test,Synthetic subject 00875,,,,,Yes
SYNEWPRV024-0003505,SYNEWPRV024-0003505,2025-01-09,synthetic_document_00876.pdf,sender009@example.test,recipient017@example.test,copy003@example.test,blind008@example.test,Synthetic subject 00876,Yes,,Yes,,
SYNEWPRV024-0003509,SYNEWPRV024-0003510,2025-02-10,synthetic_document_00877.pdf,sender010@example.test,recipient018@example.test,copy004@example.test,blind009@example.test,Synthetic subject 00877,,Yes,,Yes,
SYNEWPRV024-0003513,SYNEWPRV024-0003515,2025-03-11,synthetic_document_00878.pdf,sender011@example.test,recipient019@example.test,copy005@example.test,blind010@example.test,Synthetic subject 00878,,,,,
SYNEWPRV024-0003517,SYNEWPRV024-0003517,2025-04-12,synthetic_document_00879.pdf,sender012@example.test,recipient020@example.test,copy006@example.test,blind011@example.test,Synthetic subject 00879,,,Yes,,
SYNEWPRV024-0003521,SYNEWPRV024-0003522,2025-05-13,synthetic_document_00880.pdf,sender013@example.test,recipient021@example.test,copy007@example.test,blind001@example.test,Synthetic subject 00880,Yes,,,Yes,Yes
SYNEWPRV024-0003525,SYNEWPRV024-0003527,2025-06-14,synthetic_document_00881.pdf,sender014@example.test,recipient022@example.test,copy008@example.test,blind002@example.test,Synthetic subject 00881,,Yes,,,
SYNEWPRV024-0003529,SYNEWPRV024-0003529,2025-07-15,synthetic_document_00882.pdf,sender015@example.test,recipient023@example.test,copy009@example.test,blind003@example.test,Synthetic subject 00882,,,Yes,,
SYNEWPRV024-0003533,SYNEWPRV024-0003534,2025-08-16,synthetic_document_00883.pdf,sender016@example.test,recipient024@example.test,copy010@example.test,blind004@example.test,Synthetic subject 00883,,,,Yes,
SYNEWPRV024-0003537,SYNEWPRV024-0003539,2025-09-17,synthetic_document_00884.pdf,sender017@example.test,recipient025@example.test,copy011@example.test,blind005@example.test,Synthetic subject 00884,Yes,,,,
SYNEWPRV024-0003541,SYNEWPRV024-0003541,2025-10-18,synthetic_document_00885.pdf,sender018@example.test,recipient026@example.test,copy012@example.test,blind006@example.test,Synthetic subject 00885,,Yes,Yes,,Yes
SYNEWPRV024-0003545,SYNEWPRV024-0003546,2025-11-19,synthetic_document_00886.pdf,sender019@example.test,recipient027@example.test,copy013@example.test,blind007@example.test,Synthetic subject 00886,,,,Yes,
SYNEWPRV024-0003549,SYNEWPRV024-0003551,2025-12-20,synthetic_document_00887.pdf,sender020@example.test,recipient028@example.test,copy014@example.test,blind008@example.test,Synthetic subject 00887,,,,,
SYNEWPRV024-0003553,SYNEWPRV024-0003553,2025-01-21,synthetic_document_00888.pdf,sender021@example.test,recipient029@example.test,copy015@example.test,blind009@example.test,Synthetic subject 00888,Yes,,Yes,,
SYNEWPRV024-0003557,SYNEWPRV024-0003558,2025-02-22,synthetic_document_00889.pdf,sender022@example.test,recipient030@example.test,copy016@example.test,blind010@example.test,Synthetic subject 00889,,Yes,,Yes,
SYNEWPRV024-0003561,SYNEWPRV024-0003563,2025-03-23,synthetic_document_00890.pdf,sender023@example.test,recipient031@example.test,copy017@example.test,blind011@example.test,Synthetic subject 00890,,,,,Yes
SYNEWPRV024-0003565,SYNEWPRV024-0003565,2025-04-24,synthetic_document_00891.pdf,sender024@example.test,recipient032@example.test,copy018@example.test,blind001@example.test,Synthetic subject 00891,,,Yes,,
SYNEWPRV024-0003569,SYNEWPRV024-0003570,2025-05-25,synthetic_document_00892.pdf,sender025@example.test,recipient033@example.test,copy019@example.test,blind002@example.test,Synthetic subject 00892,Yes,,,Yes,
SYNEWPRV024-0003573,SYNEWPRV024-0003575,2025-06-26,synthetic_document_00893.pdf,sender026@example.test,recipient034@example.test,copy001@example.test,blind003@example.test,Synthetic subject 00893,,Yes,,,
SYNEWPRV024-0003577,SYNEWPRV024-0003577,2025-07-27,synthetic_document_00894.pdf,sender027@example.test,recipient035@example.test,copy002@example.test,blind004@example.test,Synthetic subject 00894,,,Yes,,
SYNEWPRV024-0003581,SYNEWPRV024-0003582,2025-08-28,synthetic_document_00895.pdf,sender028@example.test,recipient036@example.test,copy003@example.test,blind005@example.test,Synthetic subject 00895,,,,Yes,Yes
