Bates/Control #,End Bates/Control #,Author,Bcc,Cc,Date Sent,Date Received,From,Title,Subject,To,Filename,Privilege,Privilege Reason,Redactions
SYNLCPRV024-0003105,SYNLCPRV024-0003107,Synthetic Person 037,blind007@example.test,copy017@example.test,2025-09-21 09:30:00 -08:00,2025-09-21 09:31:00 -08:00,sender002@example.test,Synthetic title 00776,Synthetic subject 00776,recipient003@example.test,synthetic_document_00776.pdf,Yes,Synthetic joint defense,Yes
SYNLCPRV024-0003109,SYNLCPRV024-0003109,Synthetic Person 001,blind008@example.test,copy018@example.test,2025-10-22 09:30:00 -08:00,2025-10-22 09:31:00 -08:00,sender003@example.test,Synthetic title 00777,Synthetic subject 00777,recipient004@example.test,synthetic_document_00777.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0003113,SYNLCPRV024-0003114,Synthetic Person 002,blind009@example.test,copy019@example.test,2025-11-23 09:30:00 -08:00,2025-11-23 09:31:00 -08:00,sender004@example.test,Synthetic title 00778,Synthetic subject 00778,recipient005@example.test,synthetic_document_00778.pdf,Yes,Synthetic work product,
SYNLCPRV024-0003117,SYNLCPRV024-0003119,Synthetic Person 003,blind010@example.test,copy001@example.test,2025-12-24 09:30:00 -08:00,2025-12-24 09:31:00 -08:00,sender005@example.test,Synthetic title 00779,Synthetic subject 00779,recipient006@example.test,synthetic_document_00779.pdf,No,Synthetic joint defense,
SYNLCPRV024-0003121,SYNLCPRV024-0003121,Synthetic Person 004,blind011@example.test,copy002@example.test,2025-01-25 09:30:00 -08:00,2025-01-25 09:31:00 -08:00,sender006@example.test,Synthetic title 00780,Synthetic subject 00780,recipient007@example.test,synthetic_document_00780.pdf,Yes,Synthetic attorney-client,Yes
SYNLCPRV024-0003125,SYNLCPRV024-0003126,Synthetic Person 005,blind001@example.test,copy003@example.test,2025-02-26 09:30:00 -08:00,2025-02-26 09:31:00 -08:00,sender007@example.test,Synthetic title 00781,Synthetic subject 00781,recipient008@example.test,synthetic_document_00781.pdf,No,Synthetic work product,
SYNLCPRV024-0003129,SYNLCPRV024-0003131,Synthetic Person 006,blind002@example.test,copy004@example.test,2025-03-27 09:30:00 -08:00,2025-03-27 09:31:00 -08:00,sender008@example.test,Synthetic title 00782,Synthetic subject 00782,recipient009@example.test,synthetic_document_00782.pdf,Yes,Synthetic joint defense,
SYNLCPRV024-0003133,SYNLCPRV024-0003133,Synthetic Person 007,blind003@example.test,copy005@example.test,2025-04-28 09:30:00 -08:00,2025-04-28 09:31:00 -08:00,sender009@example.test,Synthetic title 00783,Synthetic subject 00783,recipient010@example.test,synthetic_document_00783.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0003137,SYNLCPRV024-0003138,Synthetic Person 008,blind004@example.test,copy006@example.test,2025-05-01 09:30:00 -08:00,2025-05-01 09:31:00 -08:00,sender010@example.test,Synthetic title 00784,Synthetic subject 00784,recipient011@example.test,synthetic_document_00784.pdf,Yes,Synthetic work product,Yes
SYNLCPRV024-0003141,SYNLCPRV024-0003143,Synthetic Person 009,blind005@example.test,copy007@example.test,2025-06-02 09:30:00 -08:00,2025-06-02 09:31:00 -08:00,sender011@example.test,Synthetic title 00785,Synthetic subject 00785,recipient012@example.test,synthetic_document_00785.pdf,No,Synthetic joint defense,
SYNLCPRV024-0003145,SYNLCPRV024-0003145,Synthetic Person 010,blind006@example.test,copy008@example.test,2025-07-03 09:30:00 -08:00,2025-07-03 09:31:00 -08:00,sender012@example.test,Synthetic title 00786,Synthetic subject 00786,recipient013@example.test,synthetic_document_00786.pdf,Yes,Synthetic attorney-client,
SYNLCPRV024-0003149,SYNLCPRV024-0003150,Synthetic Person 011,blind007@example.test,copy009@example.test,2025-08-04 09:30:00 -08:00,2025-08-04 09:31:00 -08:00,sender013@example.test,Synthetic title 00787,Synthetic subject 00787,recipient014@example.test,synthetic_document_00787.pdf,No,Synthetic work product,
SYNLCPRV024-0003153,SYNLCPRV024-0003155,Synthetic Person 012,blind008@example.test,copy010@example.test,2025-09-05 09:30:00 -08:00,2025-09-05 09:31:00 -08:00,sender014@example.test,Synthetic title 00788,Synthetic subject 00788,recipient015@example.test,synthetic_document_00788.pdf,Yes,Synthetic joint defense,Yes
SYNLCPRV024-0003157,SYNLCPRV024-0003157,Synthetic Person 013,blind009@example.test,copy011@example.test,2025-10-06 09:30:00 -08:00,2025-10-06 09:31:00 -08:00,sender015@example.test,Synthetic title 00789,Synthetic subject 00789,recipient016@example.test,synthetic_document_00789.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0003161,SYNLCPRV024-0003162,Synthetic Person 014,blind010@example.test,copy012@example.test,2025-11-07 09:30:00 -08:00,2025-11-07 09:31:00 -08:00,sender016@example.test,Synthetic title 00790,Synthetic subject 00790,recipient017@example.test,synthetic_document_00790.pdf,Yes,Synthetic work product,
SYNLCPRV024-0003165,SYNLCPRV024-0003167,Synthetic Person 015,blind011@example.test,copy013@example.test,2025-12-08 09:30:00 -08:00,2025-12-08 09:31:00 -08:00,sender017@example.test,Synthetic title 00791,Synthetic subject 00791,recipient018@example.test,synthetic_document_00791.pdf,No,Synthetic joint defense,
SYNLCPRV024-0003169,SYNLCPRV024-0003169,Synthetic Person 016,blind001@example.test,copy014@example.test,2025-01-09 09:30:00 -08:00,2025-01-09 09:31:00 -08:00,sender018@example.test,Synthetic title 00792,Synthetic subject 00792,recipient019@example.test,synthetic_document_00792.pdf,Yes,Synthetic attorney-client,Yes
SYNLCPRV024-0003173,SYNLCPRV024-0003174,Synthetic Person 017,blind002@example.test,copy015@example.test,2025-02-10 09:30:00 -08:00,2025-02-10 09:31:00 -08:00,sender019@example.test,Synthetic title 00793,Synthetic subject 00793,recipient020@example.test,synthetic_document_00793.pdf,No,Synthetic work product,
SYNLCPRV024-0003177,SYNLCPRV024-0003179,Synthetic Person 018,blind003@example.test,copy016@example.test,2025-03-11 09:30:00 -08:00,2025-03-11 09:31:00 -08:00,sender020@example.test,Synthetic title 00794,Synthetic subject 00794,recipient021@example.test,synthetic_document_00794.pdf,Yes,Synthetic joint defense,
SYNLCPRV024-0003181,SYNLCPRV024-0003181,Synthetic Person 019,blind004@example.test,copy017@example.test,2025-04-12 09:30:00 -08:00,2025-04-12 09:31:00 -08:00,sender021@example.test,Synthetic title 00795,Synthetic subject 00795,recipient022@example.test,synthetic_document_00795.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0003185,SYNLCPRV024-0003186,Synthetic Person 020,blind005@example.test,copy018@example.test,2025-05-13 09:30:00 -08:00,2025-05-13 09:31:00 -08:00,sender022@example.test,Synthetic title 00796,Synthetic subject 00796,recipient023@example.test,synthetic_document_00796.pdf,Yes,Synthetic work product,Yes
SYNLCPRV024-0003189,SYNLCPRV024-0003191,Synthetic Person 021,blind006@example.test,copy019@example.test,2025-06-14 09:30:00 -08:00,2025-06-14 09:31:00 -08:00,sender023@example.test,Synthetic title 00797,Synthetic subject 00797,recipient024@example.test,synthetic_document_00797.pdf,No,Synthetic joint defense,
SYNLCPRV024-0003193,SYNLCPRV024-0003193,Synthetic Person 022,blind007@example.test,copy001@example.test,2025-07-15 09:30:00 -08:00,2025-07-15 09:31:00 -08:00,sender024@example.test,Synthetic title 00798,Synthetic subject 00798,recipient025@example.test,synthetic_document_00798.pdf,Yes,Synthetic attorney-client,
SYNLCPRV024-0003197,SYNLCPRV024-0003198,Synthetic Person 023,blind008@example.test,copy002@example.test,2025-08-16 09:30:00 -08:00,2025-08-16 09:31:00 -08:00,sender025@example.test,Synthetic title 00799,Synthetic subject 00799,recipient026@example.test,synthetic_document_00799.pdf,No,Synthetic work product,
SYNLCPRV024-0003201,SYNLCPRV024-0003203,Synthetic Person 024,blind009@example.test,copy003@example.test,2025-09-17 09:30:00 -08:00,2025-09-17 09:31:00 -08:00,sender026@example.test,Synthetic title 00800,Synthetic subject 00800,recipient027@example.test,synthetic_document_00800.pdf,Yes,Synthetic joint defense,Yes
SYNLCPRV024-0003205,SYNLCPRV024-0003205,Synthetic Person 025,blind010@example.test,copy004@example.test,2025-10-18 09:30:00 -08:00,2025-10-18 09:31:00 -08:00,sender027@example.test,Synthetic title 00801,Synthetic subject 00801,recipient028@example.test,synthetic_document_00801.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0003209,SYNLCPRV024-0003210,Synthetic Person 026,blind011@example.test,copy005@example.test,2025-11-19 09:30:00 -08:00,2025-11-19 09:31:00 -08:00,sender028@example.test,Synthetic title 00802,Synthetic subject 00802,recipient029@example.test,synthetic_document_00802.pdf,Yes,Synthetic work product,
SYNLCPRV024-0003213,SYNLCPRV024-0003215,Synthetic Person 027,blind001@example.test,copy006@example.test,2025-12-20 09:30:00 -08:00,2025-12-20 09:31:00 -08:00,sender029@example.test,Synthetic title 00803,Synthetic subject 00803,recipient030@example.test,synthetic_document_00803.pdf,No,Synthetic joint defense,
SYNLCPRV024-0003217,SYNLCPRV024-0003217,Synthetic Person 028,blind002@example.test,copy007@example.test,2025-01-21 09:30:00 -08:00,2025-01-21 09:31:00 -08:00,sender030@example.test,Synthetic title 00804,Synthetic subject 00804,recipient031@example.test,synthetic_document_00804.pdf,Yes,Synthetic attorney-client,Yes
SYNLCPRV024-0003221,SYNLCPRV024-0003222,Synthetic Person 029,blind003@example.test,copy008@example.test,2025-02-22 09:30:00 -08:00,2025-02-22 09:31:00 -08:00,sender031@example.test,Synthetic title 00805,Synthetic subject 00805,recipient032@example.test,synthetic_document_00805.pdf,No,Synthetic work product,
SYNLCPRV024-0003225,SYNLCPRV024-0003227,Synthetic Person 030,blind004@example.test,copy009@example.test,2025-03-23 09:30:00 -08:00,2025-03-23 09:31:00 -08:00,sender001@example.test,Synthetic title 00806,Synthetic subject 00806,recipient033@example.test,synthetic_document_00806.pdf,Yes,Synthetic joint defense,
SYNLCPRV024-0003229,SYNLCPRV024-0003229,Synthetic Person 031,blind005@example.test,copy010@example.test,2025-04-24 09:30:00 -08:00,2025-04-24 09:31:00 -08:00,sender002@example.test,Synthetic title 00807,Synthetic subject 00807,recipient034@example.test,synthetic_document_00807.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0003233,SYNLCPRV024-0003234,Synthetic Person 032,blind006@example.test,copy011@example.test,2025-05-25 09:30:00 -08:00,2025-05-25 09:31:00 -08:00,sender003@example.test,Synthetic title 00808,Synthetic subject 00808,recipient035@example.test,synthetic_document_00808.pdf,Yes,Synthetic work product,Yes
SYNLCPRV024-0003237,SYNLCPRV024-0003239,Synthetic Person 033,blind007@example.test,copy012@example.test,2025-06-26 09:30:00 -08:00,2025-06-26 09:31:00 -08:00,sender004@example.test,Synthetic title 00809,Synthetic subject 00809,recipient036@example.test,synthetic_document_00809.pdf,No,Synthetic joint defense,
SYNLCPRV024-0003241,SYNLCPRV024-0003241,Synthetic Person 034,blind008@example.test,copy013@example.test,2025-07-27 09:30:00 -08:00,2025-07-27 09:31:00 -08:00,sender005@example.test,Synthetic title 00810,Synthetic subject 00810,recipient037@example.test,synthetic_document_00810.pdf,Yes,Synthetic attorney-client,
SYNLCPRV024-0003245,SYNLCPRV024-0003246,Synthetic Person 035,blind009@example.test,copy014@example.test,2025-08-28 09:30:00 -08:00,2025-08-28 09:31:00 -08:00,sender006@example.test,Synthetic title 00811,Synthetic subject 00811,recipient038@example.test,synthetic_document_00811.pdf,No,Synthetic work product,
SYNLCPRV024-0003249,SYNLCPRV024-0003251,Synthetic Person 036,blind010@example.test,copy015@example.test,2025-09-01 09:30:00 -08:00,2025-09-01 09:31:00 -08:00,sender007@example.test,Synthetic title 00812,Synthetic subject 00812,recipient039@example.test,synthetic_document_00812.pdf,Yes,Synthetic joint defense,Yes
SYNLCPRV024-0003253,SYNLCPRV024-0003253,Synthetic Person 037,blind011@example.test,copy016@example.test,2025-10-02 09:30:00 -08:00,2025-10-02 09:31:00 -08:00,sender008@example.test,Synthetic title 00813,Synthetic subject 00813,recipient040@example.test,synthetic_document_00813.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0003257,SYNLCPRV024-0003258,Synthetic Person 001,blind001@example.test,copy017@example.test,2025-11-03 09:30:00 -08:00,2025-11-03 09:31:00 -08:00,sender009@example.test,Synthetic title 00814,Synthetic subject 00814,recipient041@example.test,synthetic_document_00814.pdf,Yes,Synthetic work product,
SYNLCPRV024-0003261,SYNLCPRV024-0003263,Synthetic Person 002,blind002@example.test,copy018@example.test,2025-12-04 09:30:00 -08:00,2025-12-04 09:31:00 -08:00,sender010@example.test,Synthetic title 00815,Synthetic subject 00815,recipient042@example.test,synthetic_document_00815.pdf,No,Synthetic joint defense,
SYNLCPRV024-0003265,SYNLCPRV024-0003265,Synthetic Person 003,blind003@example.test,copy019@example.test,2025-01-05 09:30:00 -08:00,2025-01-05 09:31:00 -08:00,sender011@example.test,Synthetic title 00816,Synthetic subject 00816,recipient043@example.test,synthetic_document_00816.pdf,Yes,Synthetic attorney-client,Yes
SYNLCPRV024-0003269,SYNLCPRV024-0003270,Synthetic Person 004,blind004@example.test,copy001@example.test,2025-02-06 09:30:00 -08:00,2025-02-06 09:31:00 -08:00,sender012@example.test,Synthetic title 00817,Synthetic subject 00817,recipient001@example.test,synthetic_document_00817.pdf,No,Synthetic work product,
SYNLCPRV024-0003273,SYNLCPRV024-0003275,Synthetic Person 005,blind005@example.test,copy002@example.test,2025-03-07 09:30:00 -08:00,2025-03-07 09:31:00 -08:00,sender013@example.test,Synthetic title 00818,Synthetic subject 00818,recipient002@example.test,synthetic_document_00818.pdf,Yes,Synthetic joint defense,
SYNLCPRV024-0003277,SYNLCPRV024-0003277,Synthetic Person 006,blind006@example.test,copy003@example.test,2025-04-08 09:30:00 -08:00,2025-04-08 09:31:00 -08:00,sender014@example.test,Synthetic title 00819,Synthetic subject 00819,recipient003@example.test,synthetic_document_00819.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0003281,SYNLCPRV024-0003282,Synthetic Person 007,blind007@example.test,copy004@example.test,2025-05-09 09:30:00 -08:00,2025-05-09 09:31:00 -08:00,sender015@example.test,Synthetic title 00820,Synthetic subject 00820,recipient004@example.test,synthetic_document_00820.pdf,Yes,Synthetic work product,Yes
SYNLCPRV024-0003285,SYNLCPRV024-0003287,Synthetic Person 008,blind008@example.test,copy005@example.test,2025-06-10 09:30:00 -08:00,2025-06-10 09:31:00 -08:00,sender016@example.test,Synthetic title 00821,Synthetic subject 00821,recipient005@example.test,synthetic_document_00821.pdf,No,Synthetic joint defense,
SYNLCPRV024-0003289,SYNLCPRV024-0003289,Synthetic Person 009,blind009@example.test,copy006@example.test,2025-07-11 09:30:00 -08:00,2025-07-11 09:31:00 -08:00,sender017@example.test,Synthetic title 00822,Synthetic subject 00822,recipient006@example.test,synthetic_document_00822.pdf,Yes,Synthetic attorney-client,
SYNLCPRV024-0003293,SYNLCPRV024-0003294,Synthetic Person 010,blind010@example.test,copy007@example.test,2025-08-12 09:30:00 -08:00,2025-08-12 09:31:00 -08:00,sender018@example.test,Synthetic title 00823,Synthetic subject 00823,recipient007@example.test,synthetic_document_00823.pdf,No,Synthetic work product,
SYNLCPRV024-0003297,SYNLCPRV024-0003299,Synthetic Person 011,blind011@example.test,copy008@example.test,2025-09-13 09:30:00 -08:00,2025-09-13 09:31:00 -08:00,sender019@example.test,Synthetic title 00824,Synthetic subject 00824,recipient008@example.test,synthetic_document_00824.pdf,Yes,Synthetic joint defense,Yes
SYNLCPRV024-0003301,SYNLCPRV024-0003301,Synthetic Person 012,blind001@example.test,copy009@example.test,2025-10-14 09:30:00 -08:00,2025-10-14 09:31:00 -08:00,sender020@example.test,Synthetic title 00825,Synthetic subject 00825,recipient009@example.test,synthetic_document_00825.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0003305,SYNLCPRV024-0003306,Synthetic Person 013,blind002@example.test,copy010@example.test,2025-11-15 09:30:00 -08:00,2025-11-15 09:31:00 -08:00,sender021@example.test,Synthetic title 00826,Synthetic subject 00826,recipient010@example.test,synthetic_document_00826.pdf,Yes,Synthetic work product,
SYNLCPRV024-0003309,SYNLCPRV024-0003311,Synthetic Person 014,blind003@example.test,copy011@example.test,2025-12-16 09:30:00 -08:00,2025-12-16 09:31:00 -08:00,sender022@example.test,Synthetic title 00827,Synthetic subject 00827,recipient011@example.test,synthetic_document_00827.pdf,No,Synthetic joint defense,
SYNLCPRV024-0003313,SYNLCPRV024-0003313,Synthetic Person 015,blind004@example.test,copy012@example.test,2025-01-17 09:30:00 -08:00,2025-01-17 09:31:00 -08:00,sender023@example.test,Synthetic title 00828,Synthetic subject 00828,recipient012@example.test,synthetic_document_00828.pdf,Yes,Synthetic attorney-client,Yes
SYNLCPRV024-0003317,SYNLCPRV024-0003318,Synthetic Person 016,blind005@example.test,copy013@example.test,2025-02-18 09:30:00 -08:00,2025-02-18 09:31:00 -08:00,sender024@example.test,Synthetic title 00829,Synthetic subject 00829,recipient013@example.test,synthetic_document_00829.pdf,No,Synthetic work product,
SYNLCPRV024-0003321,SYNLCPRV024-0003323,Synthetic Person 017,blind006@example.test,copy014@example.test,2025-03-19 09:30:00 -08:00,2025-03-19 09:31:00 -08:00,sender025@example.test,Synthetic title 00830,Synthetic subject 00830,recipient014@example.test,synthetic_document_00830.pdf,Yes,Synthetic joint defense,
